glottocode,name,isocodes,level,macroarea,latitude,longitude
barw1243,Barwe,bwg,language,Africa,-17.675,33.4534
basa1284,Basa (Cameroon),bas,language,Africa,3.80765,10.4213
basa1280,Basa-Gumna,bsl,language,Africa,9.94207,6.58105
basa1281,Basa-Gurmana,buj,language,Africa,10.2488,6.74865
basa1277,Basan,,dialect,Africa,,
basa1278,Basang,,dialect,Africa,,
basa1285,Basa (Ngwo),,dialect,Africa,,
basa1282,Basa (Nigeria),bzw,language,Africa,8.03159,7.06183
base1242,Basese,,dialect,Africa,,
bash1265,Basho,,dialect,Africa,,
basi1246,Basinyari,,dialect,Africa,,
bask1236,Basketo,bst,language,Africa,6.45774,36.5763
nucl1418,Bassa,bsq,language,Africa,7.27501,-11.543
bass1259,Bassa-Kontagora,bsr,language,Africa,10.3333,4.98331
bass1258,Bassari-Tanda,bsc,language,Africa,12.4529,-13.3495
bass1261,Basso,,dialect,Africa,,
bass1260,Bassossi,bsi,language,Africa,5.23655,9.52275
basu1241,Basua,,dialect,Africa,,
bata1314,Bata,bta,language,Africa,9.68091,12.677
bata1285,Batanga,bnm,language,Africa,1.397041,9.51011
bata1286,Batanga (Caka),,dialect,Africa,,
batc1238,Batcham,,dialect,Africa,,
bate1270,Batere-Ylyele,,dialect,Africa,,
bath1248,Batha,,dialect,Africa,12.188285,12.360552
bati1250,Bati,,dialect,Africa,,
bati1251,Bati (Cameroon),btc,language,Africa,4.25573,11.0591
bato1246,Batomo,,dialect,Africa,,
bato1244,Batongtou,,dialect,Africa,,
bato1245,Batoufam,,dialect,Africa,,
bats1243,Batshwa-Bushoong,,dialect,Africa,,
bats1244,Batswa of Nkundo-Ntomba-Ekonda,,dialect,Africa,,
batu1255,Batu,btu,language,Africa,6.81588,10.9377
bauc1238,Bauchi,bsf,language,Africa,10.2077,6.61686
bauc1239,Bauchi Fulfulde,,dialect,Africa,,
baul1240,Baule,,dialect,Africa,,
baux1234,Bauxite Pidgin,,language,Africa,,
baii1247,Bay (Democratic Republic of Congo),,dialect,Africa,,
bayg1239,Baygo,byg,language,Africa,11.13,25.22
bayo1257,Bayo,,dialect,Africa,,
bayo1256,Bayobiri,,dialect,Africa,,
bbat1238,Bbate,,dialect,Africa,,
beee1241,Be,,dialect,Africa,,
beba1238,Beba,bfp,language,Africa,6.32256,9.73577
bebe1250,Bebe,bzv,language,Africa,6.74825,10.5646
bebe1248,Bebele,beb,language,Africa,4.78874,12.824
bebe1249,Bebent,,dialect,Africa,,
bebi1241,Bebi,,dialect,Africa,,
bebi1242,Bebil,bxp,language,Africa,4.86672,13.3848
bebo1242,Bébote,,dialect,Africa,,
bech1238,Bechati,,dialect,Africa,,
beda1245,Bedanga,,dialect,Africa,,
bede1243,Bédégué,,dialect,Africa,,
bedi1235,Bedik,tnr,language,Africa,12.7531,-12.4796
bedj1244,Bédjou,,dialect,Africa,,
beeg1236,Beege,,dialect,Africa,,
beek1238,Beeke,bkf,language,Africa,3.18438,29.9842
beel1236,Beele,bxq,language,Africa,10.1609,10.4204
beem1239,Beembe,beq,language,Africa,-3.95895,14.1
beez1238,Beezen,bnz,language,Africa,6.81552,10.109
nucl1410,Befang,,dialect,Africa,,
befa1242,Befangic,,dialect,Africa,,
begb1241,Begbere-Ejar,bqv,language,Africa,9.40519,7.59566
gomn1238,Beiya,,dialect,Africa,,
beja1238,Beja,bej,language,Africa,17.2436,36.6666
beka1240,Beka,,dialect,Africa,,
beke1238,Bekeni,,dialect,Africa,,
beku1238,Bekuma,,dialect,Africa,,
bekw1241,Bekwarra,bkv,language,Africa,6.73737,8.86489
bekw1242,Bekwil,bkw,language,Africa,1.71801,14.6527
beky1238,Bekye,,dialect,Africa,,
bela1256,Belanda Bor,bxb,language,Africa,6.6503,27.8232
bela1255,Belanda Viri,bvi,language,Africa,7.41311,27.6956
bele1248,Bele,,dialect,Africa,,
bele1249,Beledugu,,dialect,Africa,,
bele1253,Belezma,,dialect,Africa,,
beli1257,Beli (South Sudan),blm,language,Africa,6.40428,29.7954
beln1234,Belneng,glb,language,Africa,9.221681,9.534716
belu1239,Belueli,,language,Africa,1.314698,28.933744
bema1240,Bemar,,dialect,Africa,,
bemb1258,Bemba (Democratic Republic of Congo),bmy,language,Africa,-10.0,28.08
bemb1257,Bemba (Zambia),bem,language,Africa,-10.6122,29.2993
bemb1255,Bembe,bmb,language,Africa,-4.49057,29.0507
bemb1259,Bembe (Mabaale),,dialect,Africa,,
bemi1238,Bemili,,dialect,Africa,,
bemo1238,Bémour,,dialect,Africa,,
bena1268,Benaadir,,dialect,Africa,,
bena1263,Bena Lulua,,dialect,Africa,,
bena1274,Benamanga,egm,dialect,Africa,,
bena1260,Bena (Nigeria),yun,language,Africa,9.74861,12.3972
bena1262,Bena (Tanzania),bez,language,Africa,-9.26671,35.0364
benc1235,Bench,bcq,language,Africa,7.04682,35.7673
bend1258,Bende,bdp,language,Africa,-6.22082,30.5926
bend1259,Bendeghe Etung,,dialect,Africa,,
bend1260,Bendi,bct,language,Africa,2.20229,30.3679
bend1257,Bendi (Nigeria),,dialect,Africa,,
bene1244,Bene,,dialect,Africa,,
beng1286,Beng,nhb,language,Africa,7.78122,-4.23539
beng1282,Benga,bng,language,Africa,1.075766,9.600739
beng1283,Benge,,dialect,Africa,,
beng1281,Benge (Congo),,dialect,Africa,,
beni1253,Beni-3Amer Tigre,,dialect,Africa,,
beni1248,Beni-Amir,,dialect,Africa,,
beni1252,Beni Bou Yhi,,dialect,Africa,,
beni1249,Beni Iznassen,,dialect,Africa,34.9167,-2.3167
beni1251,Beni Oulichek,,dialect,Africa,,
beni1241,Beni Sheko,,dialect,Africa,,
beni1254,Beni Snous,,dialect,Africa,,
beni1250,Beni Touzine,,dialect,Africa,,
beno1238,Benoye,,dialect,Africa,,
bent1238,Ben Tey Dogon,dbt,language,Africa,14.78,-2.94
benz1238,Benza,,dialect,Africa,,
beoo1240,Beo (Democratic Republic of Congo),,dialect,Africa,,
bera1259,Bera,brf,language,Africa,1.50054,30.0293
bera1260,Bera (Cameroon),,dialect,Africa,,
bera1261,Berakou,bxv,language,Africa,12.5,15.0
berb1261,Berbey Sign Language,,language,Africa,15.278462,-1.769086
berb1238,Berbou,,dialect,Africa,,
bere1249,Beregadougou-Toumousseni,,dialect,Africa,,
bere1248,Bereya,,dialect,Africa,,
zagh1240,Beria,zag,language,Africa,17.4842,23.4626
bero1246,Bero,,dialect,Africa,,
bero1242,Berom,bom,language,Africa,9.67037,8.81221
bert1248,Berta,wti,language,Africa,10.6474,34.7042
bert1249,Berti,byt,language,Africa,14.67,25.83
besa1242,Besali,,dialect,Africa,,
bese1241,Besembo,,dialect,Africa,,
bese1242,Besep,,dialect,Africa,,
besl1239,Besleri,,dialect,Africa,,
besm1235,Besme,bes,language,Africa,9.59226,16.0938
bete1263,Bete,,dialect,Africa,,
bete1262,Bete-Bendi,btt,language,Africa,6.62037,9.20189
bete1264,Beten,,dialect,Africa,,
bete1261,Bete (Yukubenic),byf,language,Africa,7.02128,9.74302
betg1234,Bet-Guk,,dialect,Africa,,
beti1249,Beti,,dialect,Africa,,
beti1250,Beti (Cameroon),btb,language,Africa,3.22265,11.6896
beti1248,Beti (Côte d'Ivoire),eot,language,Africa,5.26495,-3.28627
bets1235,Betsileo,,dialect,Africa,,
beuu1238,Beu,,dialect,Africa,,
beza1235,Bezanozano,,dialect,Africa,,
bezz1234,Bezza,,dialect,Africa,,
bhac1238,Bhaca,,dialect,Africa,,
bhag1238,Bhagira,,dialect,Africa,,
bhel1238,Bhele,bhy,language,Africa,0.24553,28.6681
bhoo1238,Bhoo,,dialect,Africa,,
biab1239,Biabo,,dialect,Africa,,
biad1234,Bia Dan,,dialect,Africa,,
biaf1240,Biafada,bif,language,Africa,11.467,-15.1347
biai1238,Biai,,dialect,Africa,,
biak1246,Biakpan,,dialect,Africa,,
bial1238,Biali,beh,language,Africa,11.0382,1.08259
biba1234,Bibaana,,dialect,Africa,,
bibe1238,Bibeng,,dialect,Africa,,
bidi1241,Bidiyo,bid,language,Africa,11.9204,18.8065
bidj1247,Bidjir,,dialect,Africa,,
bidj1246,Bidjuki,,dialect,Africa,,
biga1242,Bigawguno,,dialect,Africa,,
bihe1234,Biḥēra-Western Minufiyya-Western Ġarbiyya-Parts of Gīze,,dialect,Africa,,
biji1246,Bijim,jbm,language,Africa,9.54493,9.43876
bika1250,Bikaka,,dialect,Africa,,
bike1242,Bikele,,dialect,Africa,,
bike1241,Bikeng,,dialect,Africa,,
biko1241,Bikol Opo,,dialect,Africa,,
biky1238,Bikya,byb,language,Africa,6.74997,10.5333
bila1255,Bila,bip,language,Africa,1.16839,28.7626
bila1256,Bilala,,dialect,Africa,,
bila1254,Bila (Tsonga),,dialect,Africa,,
bile1244,Bile,bil,language,Africa,8.90052,11.1907
bile1243,Bilembo-Mango,,dialect,Africa,,
bili1251,Bili,,dialect,Africa,,
bili1260,Bilin,byn,language,Africa,15.7833,38.3917
bili1259,Biliri,,dialect,Africa,,
bilk1238,Bilkire Fulani,,dialect,Africa,,
bilm1239,Bilma,,dialect,Africa,,
bilm1238,Bilma-Mowar Kanuri,bms,language,Africa,19.1,13.0665
bilm1240,Bilma Oasis,,dialect,Africa,,
bilu1246,Bilugu-Modin,,dialect,Africa,,
bilu1247,Bilugu Opo,,dialect,Africa,,
bima1245,Bima (oroko),,dialect,Africa,,
bimo1239,Bimoba,bim,language,Africa,10.4575,0.06121
bina1270,Bina (Nigeria),byj,language,Africa,10.2868,8.19726
bing1248,Binga,,dialect,Africa,,
bini1246,Bini,bin,language,Africa,6.40701,5.70426
bini1245,Bini (Anyin),,dialect,Africa,,
binj1250,Binja,,dialect,Africa,,
binj1249,Binji,bpj,language,Africa,-6.7,21.7
bire1234,Bireeri Aweer,,dialect,Africa,,
birg1239,Birgit,btf,language,Africa,12.0228,19.8182
birk1246,Birkai,,dialect,Africa,,
birk1242,Birked,brk,language,Africa,12.5,24.83
birr1240,Birri,bvq,language,Africa,5.33,24.6
birw1238,Birwa,brl,language,Africa,-22.17,28.33
bisa1264,Bisa,,dialect,Africa,,
bise1238,Biseni,ije,language,Africa,5.40296,6.51646
bish1251,Bisharin,,dialect,Africa,,
bish1245,Bishiri,,dialect,Africa,,
bish1246,Bishuo,bwh,language,Africa,6.67251,9.79396
bisi1245,Bisi-Bana,,dialect,Africa,,
biso1242,Bisoo,,dialect,Africa,,
biss1248,Bissa,bib,language,Africa,11.3434,-0.3744
biss1249,Bissau-Bolama Creole,,dialect,Africa,,
biss1247,Bissaula,,dialect,Africa,,
bisu1245,Bisu (Atlantic-Congo),,dialect,Africa,,
bita1250,Bitaapul,,dialect,Africa,,
bita1252,Bitama,,dialect,Africa,,
bita1251,Bitare,brt,language,Africa,6.87398,11.3072
biti1246,Biti,,dialect,Africa,,
biti1245,Bitieku,,dialect,Africa,,
biti1244,Bitinkoore,,dialect,Africa,,
bitu1241,Bitui,,dialect,Africa,,
biwo1234,Biwol,,dialect,Africa,,
biya1235,Biya,,dialect,Africa,,
bian1249,Biyanjiida,,language,Africa,-5.9,34.3
blac1270,Black Bolon,,dialect,Africa,,
blis1238,Bliss,,dialect,Africa,,
blon1234,Blong Dan,,dialect,Africa,,
blow1238,Blowo,,dialect,Africa,,
booo1255,Bo,,dialect,Africa,,
booo1256,Bö,,dialect,Africa,,
bang1354,Bobangi,bni,language,Africa,-0.87437,17.227
boba1252,Bobangi-Nunu,,dialect,Africa,,
boba1246,Bobar,,dialect,Africa,,
boch1238,Bocha,,dialect,Africa,,
bode1245,Bodele,,dialect,Africa,,
bodh1239,Bodho,,dialect,Africa,,
bodi1253,Bodi,,dialect,Africa,6.40227,36.00515
bodi1252,Bodiman,,dialect,Africa,,
bodi1251,Bodin,,dialect,Africa,,
bodo1272,Bodo (Central African Republic),boy,language,Africa,6.0,26.0
bodo1270,Bodoe,,dialect,Africa,,
bodo1271,Bodo (Gokana),,dialect,Africa,,
bodo1273,Bodo (Gor),,dialect,Africa,,
bodo1278,Bodo (Mpade),,dialect,Africa,,
bodo1274,Bodougouka,,dialect,Africa,,
boee1238,Boe,,dialect,Africa,,
bofi1238,Bofi,bff,language,Africa,4.02043,17.3032
boga1251,Boga,bvw,language,Africa,10.188,12.936
boga1246,Bogandé,,dialect,Africa,,
bogh1241,Boghom,bux,language,Africa,9.49679,10.11454
bogo1240,Bogongo,,dialect,Africa,,
bogu1242,Bogur (Mambila),,dialect,Africa,,
bogu1241,Boguru,bqu,language,Africa,4.49213,29.1344
boha1242,Bohairic,,dialect,Africa,,
boin1238,Boin,,dialect,Africa,,
boje1238,Boje,,dialect,Africa,,
bokk1238,Bok,,dialect,Africa,,
boka1250,Bokabo,,dialect,Africa,,
boki1239,Boki,,dialect,Africa,,
bokk1242,Bokkos,,dialect,Africa,,
boko1267,Bokobaru,bus,language,Africa,9.52724,3.80058
boko1266,Boko (Benin),bqc,language,Africa,10.5189,3.71771
boko1263,Boko (Democratic Republic of Congo),bkp,language,Africa,1.51612,18.8806
boko1264,Bokonzi,,dialect,Africa,,
boko1261,Bokoto,bdt,language,Africa,4.75111,16.6721
boko1262,Bokoy,,dialect,Africa,,
bokp1240,Bokpan,,dialect,Africa,,
bokw1242,Bokwa,,dialect,Africa,,
bokw1238,Bokwa (Mande),,dialect,Africa,,
boky1238,Bokyi,bky,language,Africa,6.10475,9.05875
nucl1695,Bole,bol,language,Africa,11.4839,11.2322
bole1245,Bole (Ghana),,dialect,Africa,,
bole1246,Bolemba,,dialect,Africa,,
bolg1251,Bolgo,bvo,language,Africa,10.9025,18.8076
bolg1253,Bolgo Dugag,,dialect,Africa,,
bolg1252,Bolgo Kubar,,dialect,Africa,,
boli1255,Bolia,bli,language,Africa,-1.38362,18.09748
bolo1264,Bolo Djarma,,dialect,Africa,,
bolo1262,Boloki,bkt,language,Africa,0.83463,18.4555
bolo1266,Bolon,bof,language,Africa,11.8242,-4.75524
bolo1263,Bolondo,bzm,language,Africa,2.46327,19.6181
bolo1265,Bolong,,dialect,Africa,,
bolu1244,Bolu,,dialect,Africa,,
bolu1241,Bolupi,,dialect,Africa,,
bomm1240,Bom,,dialect,Africa,9.27518,-11.597
boma1250,Boma Nkuu,,language,Africa,-3.42,17.26
boma1251,Boma Nord,,language,Africa,-3.01,16.92
boma1247,Boma (Surmic),,dialect,Africa,,
boma1246,Boma Yumu,boh,language,Africa,-3.27,17.45
bomb1258,Bombali,,dialect,Africa,,
bomb1260,Bombi-Ngbanja,,dialect,Africa,,
bomb1266,Bomboli,,dialect,Africa,,
bomb1261,Bomboli-Bozaba,bml,language,Africa,1.99315,18.5131
bomb1262,Bomboma,bws,language,Africa,2.40195,18.7841
bomb1239,Bombori,,dialect,Africa,,
bomb1259,Bomborokuy,,dialect,Africa,,
bomi1238,Bomitaba,zmx,language,Africa,1.70044,17.3733
bomk1234,Bom-Kim,bmf,language,Africa,9.27518,-11.59696
bomo1238,Bomokandi,,dialect,Africa,,
bomu1247,Bomu,bmq,language,Africa,12.3816,-4.538
bomu1250,Bomudi,,dialect,Africa,,
bomu1248,Bomu (Gokana),,dialect,Africa,,
bomu1249,Bomui,,dialect,Africa,,
bomv1238,Bomvana,,dialect,Africa,,
bomw1238,Bomwali,bmw,language,Africa,1.71005,15.9546
bonn1241,Bon,,dialect,Africa,,
bona1251,Bona,,dialect,Africa,,
bond1247,Bondei,bou,language,Africa,-5.10749,38.5079
bond1246,Bondoukou Kulango,kzc,language,Africa,7.85945,-2.87379
bond1252,Bondum Dom,,dialect,Africa,,
bong1284,Bongili,bui,language,Africa,0.37063,16.6079
bong1285,Bongo,bot,language,Africa,7.4145,27.9918
bong1286,Bong'omeek,,dialect,Africa,,
bong1283,Bongo (Mid-Southern Banda),,dialect,Africa,,
bong1298,Bongor,,dialect,Africa,,
bong1299,Bongor-Jodo-Tagal-Berem-Gunu,,dialect,Africa,,
bong1302,Bongor Pidgin Arabic,,dialect,Africa,,
bong1282,Bon Gula,glc,language,Africa,10.6577,19.5774
boni1238,Boniange,,dialect,Africa,,
bonk1243,Bonkeng,bvg,language,Africa,4.66054,9.76306
bonn1242,Bonny-Opobo,,dialect,Africa,,
bony1234,Bonya Uduk,,dialect,Africa,,
bonz1238,Bonzio,,dialect,Africa,,
booo1257,Boo,,dialect,Africa,,
book1240,Book,,dialect,Africa,,
boon1242,Boon,bnl,language,Africa,0.41988,43.1208
boon1238,Booni,,dialect,Africa,,
boor1242,Boor,bvf,language,Africa,10.0904,17.5648
boor1238,Boorim,,dialect,Africa,,
boow1238,Boow,,dialect,Africa,,
boqq1234,Boqqoya,,dialect,Africa,,
borr1242,Bor,,dialect,Africa,,
bora1272,Borana,,dialect,Africa,,
bora1271,Borana-Arsi-Guji Oromo,gax,language,Africa,1.05676,37.882
borg1237,Borgu,,language,Africa,,
borg1235,Borgu Fulfulde,fue,language,Africa,9.801,3.988
born1252,Borna (Democratic Republic of Congo),bxx,language,Africa,1.79156,26.0814
boro1283,Boro,xxb,language,Africa,7.496728,0.362291
boro1276,Borobo,,dialect,Africa,,
boro1277,Boro (Ethiopia),bwo,language,Africa,10.6596,35.345
boro1275,Boroma,,dialect,Africa,,
boro1274,Bororo of Kano and Zaria,,dialect,Africa,,
boru1244,Bo-Rukul,mae,language,Africa,8.9352,8.90506
bosa1244,Bosambi,,dialect,Africa,,
bosh1241,Bosha,,dialect,Africa,,
bosh1244,Boshof,,dialect,Africa,,
boso1244,Boso,,dialect,Africa,,
boss1242,Bossangoa,,dialect,Africa,,
boss1241,Bossoum,,dialect,Africa,,
bota1238,Botai,,dialect,Africa,,
boto1248,Boto,,dialect,Africa,9.73333,9.23333
botu1238,Botunga,,dialect,Africa,,
boue1238,Boúe,,dialect,Africa,,
bouf1238,Boufale,,dialect,Africa,,
bouk1238,Boukhou,,dialect,Africa,,
boun1242,Bouna,,dialect,Africa,,
boun1243,Bouna Kulango,nku,language,Africa,8.46011,-2.74627
boun1244,Bounou,,dialect,Africa,,
bour1249,Bouroum Koh,,dialect,Africa,,
bowe1238,Bowena,,dialect,Africa,,
boya1242,Boyali,,dialect,Africa,,
boza1238,Bozaba,bzo,dialect,Africa,2.07295,18.6784
bozo1251,Bozom,,dialect,Africa,,
buuu1244,Bu,jid,language,Africa,9.05077,8.65697
buaa1245,Bua,bub,language,Africa,9.92491,18.0821
buam1238,Buamu,box,language,Africa,11.1687,-3.50303
buba1239,Bubanda,,dialect,Africa,,
bube1242,Bube,bvb,language,Africa,3.53638,8.68929
bubi1250,Bubi,buw,language,Africa,-1.16762,12.32251
bubi1249,Bubia,bbx,language,Africa,4.02178,9.22304
bubi1239,Bubi (Kele),,dialect,Africa,,
bubu1234,Bubu,,dialect,Africa,,
bubu1235,Bubu Gula,,dialect,Africa,,
budi1248,Budigri,,dialect,Africa,,
budo1240,Budon Kakanda,,dialect,Africa,,
budu1250,Budu,buu,language,Africa,2.00501,27.951
budu1264,Budugum,,dialect,Africa,,
budu1265,Buduma,bdm,language,Africa,13.0692,14.4492
budy1238,Budya,,dialect,Africa,,
budz1238,Budza,bja,language,Africa,2.19951,22.6107
bufu1238,Bufumbwa,,dialect,Africa,,
buga1248,Buga-Kxoe,,dialect,Africa,,
buge1238,Buge,,dialect,Africa,,
bugo1238,Bugombe,,dialect,Africa,,
bugu1248,Bugudum,,dialect,Africa,,
bugu1247,Bugumbe,,dialect,Africa,,
buha1234,Buhar,,dialect,Africa,,
buji1242,Buji,,dialect,Africa,,
buji1243,Bujiyel,,dialect,Africa,,
buka1254,Buka (Banda-Mbres),,dialect,Africa,,
buka1255,Bukala,,dialect,Africa,,
buki1246,Bukira,,dialect,Africa,,
buku1248,Bukur,,dialect,Africa,,
buku1249,Bukusu,bxk,language,Africa,0.68043,34.7719
bukw1238,Bukwen,buz,language,Africa,6.9415,10.2006
bule1242,'Bulengee,,dialect,Africa,,
buli1260,Buli (Bauchi State),uly,language,Africa,10.22809,9.77206
buli1254,Buli (Ghana),bwu,language,Africa,10.5763,-1.26748
bull1248,Bulla,,dialect,Africa,,
bull1247,Bullom So,buy,language,Africa,9.0,-13.16
bulu1251,Bulu (Cameroon),bum,language,Africa,3.16141,11.6365
bulu1250,Buluf,,dialect,Africa,,
bulu1252,Buluyiema,,dialect,Africa,,
bumm1238,Bum,bmv,language,Africa,6.48655,10.418
buma1244,Bumaji,byp,language,Africa,6.4491,9.36028
buma1245,Buma-Kxoe,,dialect,Africa,,
bumb1240,Bumbira,,dialect,Africa,,
bumo1235,Bumo,,dialect,Africa,,
bumw1238,Bumwangi,,dialect,Africa,,
bung1259,Bung,bqd,language,Africa,6.40736,11.6389
bung1267,Bungase,,dialect,Africa,,
bung1266,Bungo,,dialect,Africa,,
bung1265,Bungu,wun,language,Africa,-8.32587,32.8801
bunj1246,Bunji (Atlantic-Congo),,dialect,Africa,,
buno1241,Bunoge Dogon,dgb,language,Africa,14.43,-3.49
bura1272,Bura,,dialect,Africa,,
bura1273,Buraadiga,,language,Africa,-3.9,34.1
bura1271,Burak,bys,language,Africa,9.49451,11.0698
bura1269,Buraka,bkg,language,Africa,4.42283,20.7161
bura1293,Bura Kokura,,dialect,Africa,,
bura1268,Burama,,dialect,Africa,,
bura1292,Bura-Pabir,bwr,language,Africa,10.4822,12.3007
bura1295,Bura Sign Language,,language,Africa,10.478601,12.28484
bure1242,Bure,bvh,language,Africa,10.4603,10.4554
burg1247,Burghersdorp,,dialect,Africa,,
burj1242,Burji,bji,language,Africa,4.44624,38.4646
burk1234,Burkina Faso Sign Language,,language,Africa,12.363514,-1.5238
buru1298,Buru,,dialect,Africa,,
buru1299,Buru-Angwe,bqw,language,Africa,7.01091,10.8617
buru1297,Buru (Banda-Banda),,dialect,Africa,,
buru1324,Burullus,,dialect,Africa,,
buru1300,Burulo,,dialect,Africa,,
buru1323,Burundi Pidgin French,,language,Africa,,
buru1325,Burundi Sign Language,lsb,dialect,Africa,,
buru1320,Burunge,bds,language,Africa,-5.21369,35.963
buru1326,Buru (Nigeria),,dialect,Africa,,
buru1318,Buruwa,,dialect,Africa,,
busa1253,Busa,bqp,language,Africa,9.91074,4.39929
busa1251,Busam,bxs,language,Africa,5.8604,9.68068
buse1238,Busere Bongo,,dialect,Africa,,
bush1247,Bushoong,buf,language,Africa,-4.69463,21.4556
busi1239,Busi,,dialect,Africa,,
buso1242,Buso,bso,language,Africa,12.5008,17.6011
buss1239,Bussa,dox,language,Africa,5.74987,37.2017
busu1243,Busu Djanga,,dialect,Africa,,
busu1244,Busuu,bju,language,Africa,6.68152,9.78433
bute1243,Bute Bamnyo,,dialect,Africa,,
buuu1246,Buu,,language,Africa,6.54,10.28
buwa1239,Buwag,,dialect,Africa,,
buwa1245,Buwag-Jog Tao,,dialect,Africa,,
buwa1243,Buwal,bhs,language,Africa,10.6151,13.8838
buya1245,Buya,byy,language,Africa,-4.90828,26.298
buya1246,Buya (Loko),,dialect,Africa,,
buyu1239,Buyu,byi,language,Africa,-5.41806,28.5545
zara1252,Bu (Zaranda),zbu,language,Africa,10.28,9.57
buzi1238,Buzi,,dialect,Africa,,
bver1238,Bveri,,dialect,Africa,,
bvum1238,Bvumba,,dialect,Africa,,
bwaa1238,Bwa,bww,language,Africa,2.5957,25.2514
bwak1245,Bwaka (Mbati),,dialect,Africa,,
bwal1234,Bwal-Goram,,dialect,Africa,,
bwol1240,Bwall,,dialect,Africa,,
bwan1240,Bwana,,dialect,Africa,,
bwaz1238,Bwazza,,dialect,Africa,,
bwek1239,Bweko,,dialect,Africa,,
bwel1238,Bwela,bwl,language,Africa,3.22,19.28
bwen1238,Bwende,,dialect,Africa,,
bwil1245,Bwile,bwc,language,Africa,-8.3041,29.4071
bwil1244,Bwilim,,dialect,Africa,,
bwis1241,Bwisha,,dialect,Africa,,
bwis1242,Bwisi,bwz,language,Africa,-3.23686,11.9595
bwon1234,Bwonyin,,dialect,Africa,,
nucl1407,Byep,,dialect,Africa,,
byep1241,Byep-Besep,mkk,language,Africa,4.57276,13.46245
beri1256,Bʿēri,,dialect,Africa,,
caaa1238,Ca',,dialect,Africa,,
cach1242,Cacheu-Ziguinchor Creole,,dialect,Africa,,
cage1238,Cagere,,dialect,Africa,,
caia1239,Caia,,dialect,Africa,,
cair1238,Cairene Arabic,,dialect,Africa,,
caka1240,Caka,ckx,language,Africa,6.26979,9.77746
cakf1236,Cakfem-Mushere,cky,language,Africa,9.00924,9.16071
cama1249,Cama,,dialect,Africa,,
cama1248,Camajere,,dialect,Africa,,
camb1245,Cambap,,dialect,Africa,,
twen1242,Cambap-Langa,twn,language,Africa,6.36656,11.7002
came1254,Cameroon Pidgin,wes,language,Africa,5.43932,9.80166
camo1250,Camo,,dialect,Africa,,
camt1236,Camtho,cmt,language,Africa,-26.247,27.942
cang1246,Cangin-Noon,,dialect,Africa,,
cang1247,Cangu-Kombe-Ngoro,,dialect,Africa,,
cans1238,Cansu,,dialect,Africa,,
cape1241,Cape Afrikaans,,dialect,Africa,,
capr1234,Caprivi Yeyi,,dialect,Africa,,
cara1270,Cara,cfd,language,Africa,10.1281,8.74567
cara1246,Cara (Botswana),,dialect,Africa,,
caun1238,Caundu,,dialect,Africa,,
cayo1238,Cayor,,dialect,Africa,,
ceem1238,Ceemba,,dialect,Africa,,
cele1241,Cele,,dialect,Africa,,
cenn1238,Cen,cen,language,Africa,9.6896,9.0218
cenn1239,Cen (Berom),,dialect,Africa,,
ceng1238,Cenge,,dialect,Africa,,
cent2017,Central,,dialect,Africa,,
cent2029,Central Abuan,,dialect,Africa,,
cent2192,Central Afar,,dialect,Africa,,
cent2195,Central Atlas,,dialect,Africa,,
