glottocode,name,isocodes,level,macroarea,latitude,longitude
para1327,Parakou,,dialect,Africa,,
para1304,Parakuyo,,dialect,Africa,,
pari1256,Päri,lkr,language,Africa,5.09472,32.4822
park1239,Parkwa,pbi,language,Africa,11.0206,14.0964
pasa1241,Pasaali,,dialect,Africa,,
pata1259,Patara,,dialect,Africa,,
pate1246,Pate,,dialect,Africa,,
pato1242,Patool,,dialect,Africa,,
pawa1254,Pawany,,dialect,Africa,,
peee1242,Pe (Chadic),,dialect,Africa,,
pedi1238,Pedi,nso,language,Africa,-24.7993,29.4718
peem1238,Peemba,,dialect,Africa,,
peer1241,Peere,pfe,language,Africa,7.82186,12.2518
peer1242,Peer Muure,,dialect,Africa,,
peho1238,Pe-Holom-Gamé,,dialect,Africa,,
pela1248,Pela (Nigeria),,dialect,Africa,,
gwen1242,Pelasla,,dialect,Africa,,
pele1244,Pelende,ppp,dialect,Africa,-4.90877,17.3142
pelu1234,Pelu,,dialect,Africa,,
pemb1239,Pemba,,dialect,Africa,,
penn1241,Pen,,dialect,Africa,,
pena1270,Penange,,language,Africa,14.38,-4.03
peni1239,Peninsula Sherbro,,dialect,Africa,,
pent1243,Pentane,,dialect,Africa,,
peom1238,Péomé,,dialect,Africa,,
pepe1238,Pepesa,,dialect,Africa,,
perg1234,Perge Tegu,,dialect,Africa,,
peri1257,Peri,,dialect,Africa,,
peri1256,Perim,,dialect,Africa,,
pero1241,Pero,pip,language,Africa,9.62092,11.044
polc1243,Pesse,pze,language,Africa,10.1346,9.5961
peta1244,Peta,,dialect,Africa,,
nucl1397,Petauke Nsenga,,dialect,Africa,,
peve1243,Peve,lme,language,Africa,9.16111,14.441
pewa1238,Pewa,,dialect,Africa,,
pfun1238,Pfunde,,dialect,Africa,,
phal1258,Phalaborwa,,dialect,Africa,,
phal1259,Phaleng,,dialect,Africa,,
phan1255,Phani,,dialect,Africa,,
phen1239,Phende,pem,language,Africa,-5.64735,19.8275
phim1238,Phimbi,phm,language,Africa,-15.8364,33.3514
phui1238,Phuie,pug,language,Africa,11.02348,-3.47165
phut1246,Phuthi,,language,Africa,-30.42311,27.94815
phut1245,Phuthi (Southern Sotho),,dialect,Africa,,
pian1241,Pianga,,dialect,Africa,,
fern1234,Pichi,fpe,language,Africa,3.74,8.78
pidg1259,Pidgin Bobangi,,language,Africa,1.677922,19.166336
pidg1260,Pidgin Hamer,,language,Africa,5.06515,36.51761
pidh1238,Pidha,,dialect,Africa,,
pidl1239,Pidlimndi,,dialect,Africa,,
piee1238,Pie,,dialect,Africa,,
piig1238,Piiga,,dialect,Africa,,
pila1247,Pilakoy,,dialect,Africa,,
pimb1238,Pimbwe,piw,language,Africa,-6.81358,31.4289
pind1243,Pindiga,,dialect,Africa,,
ping1242,Pingou,,dialect,Africa,,
pinj1243,Pinji,pic,language,Africa,-1.90305,11.223
piny1238,Pinyin,pny,language,Africa,5.7991,10.0682
piti1243,Piti,pcn,language,Africa,10.1361,8.47037
piya1246,Piya,,dialect,Africa,,
piya1245,Piya-Kwonci,piy,language,Africa,9.31975,10.8379
plai1263,Plain Angas,,dialect,Africa,,
plap1238,Plapo,,dialect,Africa,,
plap1239,Plapo Krumen,ktj,language,Africa,4.56109,-7.30644
plat1254,Plateau Malagasy,plt,language,Africa,-19.5907,47.1211
ploo1238,Plo,,dialect,Africa,,
podo1242,Podokge,,dialect,Africa,,
podz1238,Podzo,,dialect,Africa,,
poga1239,Pogara,,dialect,Africa,,
pogo1243,Pogolo,poy,language,Africa,-8.72283,36.4148
poju1239,Pöjulu,,dialect,Africa,,
poka1241,Poka,,dialect,Africa,,
poke1238,Poke,pof,language,Africa,0.73538,23.8972
poko1262,Poko,,dialect,Africa,,
poko1261,Pokomo,pkb,language,Africa,-2.31587,40.2897
poko1263,Pökoot,pko,language,Africa,1.57023,35.2318
pomo1271,Pol,pmm,language,Africa,4.243,13.446
poli1239,Poli,,dialect,Africa,,
polo1246,Pologozom,,dialect,Africa,,
pori1238,Polri Kinda,,dialect,Africa,,
pomb1234,Pombo,,dialect,Africa,,
pomo1277,Pomo,,dialect,Africa,,
pomo1276,Pomo-Kweso,,language,Africa,1.83,16.17
pond1249,Pondo,,dialect,Africa,,
pond1250,Pondori,,dialect,Africa,,
pong1244,Pongaal,,dialect,Africa,,
pong1251,Pongo,,dialect,Africa,,
pong1250,Pongu,png,language,Africa,10.0823,6.3745
popo1291,Popoi,,dialect,Africa,,
porg1241,Porga,,dialect,Africa,,
poro1252,Poroto,,dialect,Africa,,
potu1239,Potule,,dialect,Africa,,
prin1242,Principense,pre,language,Africa,1.614,7.392
psik1239,Psikye,kvj,language,Africa,10.677,13.569
baga1275,Pukur,bcg,language,Africa,10.5271,-14.6111
pula1263,Pulaar,fuc,language,Africa,13.8694,-13.4482
pula1264,Pulana,,dialect,Africa,,
pula1262,Pular,fuf,language,Africa,12.1826,-12.7338
pung1240,Pungu,,dialect,Africa,,
puni1241,Punic,xpu,language,Africa,36.527295,10.356444
punu1239,Punu,puu,language,Africa,-2.67362,11.6714
purk1239,Purko,,dialect,Africa,,
puta1243,Putai,mfl,language,Africa,10.83854,12.99521
putr1238,Putru,,dialect,Africa,,
putu1242,Putu,,dialect,Africa,,
pyap1239,Pyapun,pcw,language,Africa,9.09539,9.43733
peee1238,Pye,pai,language,Africa,9.27191,9.56437
pyek1235,Pye Krumen,pye,language,Africa,5.00716,-7.01481
qebe1239,Qebena,,dialect,Africa,,
qima1242,Qimant,ahg,language,Africa,12.8119,37.0542
qwab1238,Qwabe,,dialect,Africa,,
hwar1238,Qwara,,dialect,Africa,,
raba1248,Rabai,,dialect,Africa,,
raba1252,Rabat-Casablanca Arabic,,dialect,Africa,,
ragr1238,Ragreig,,dialect,Africa,,
hoss1238,Rahoss-Tahoss,,dialect,Africa,,
rang1269,Rang,rax,language,Africa,8.001,10.58
rash1248,Rashad Town-Hills,,dialect,Africa,,
rati1238,Rati,,dialect,Africa,,
raya1242,Raya,,dialect,Africa,,
reel1238,Reel,atu,language,Africa,6.32234,30.49451
regi1238,Regi,,dialect,Africa,,
rekk1238,Rek,,dialect,Africa,,
rend1243,Rendille,rel,language,Africa,2.27065,37.3608
rerb1235,Rer Bare,rer,language,Africa,4.11661,41.7065
resh1242,Reshe,res,language,Africa,10.77046,4.62395
reun1238,Réunion Creole French,rcf,language,Africa,-21.1131,55.5321
rhat1239,Rharhabe,,dialect,Africa,,
rhin1241,Rhinyihinyi,,dialect,Africa,,
rhit1238,Rhiti,,dialect,Africa,,
riba1245,Ribah,,dialect,Africa,,
riba1246,Riban,,dialect,Africa,,
riba1250,Ribaw,,dialect,Africa,,
ribb1238,Ribbi,,dialect,Africa,,
ribe1238,Ribe,,dialect,Africa,,
ribi1242,Ribia,,dialect,Africa,,
ribi1243,Ribina,,dialect,Africa,,
rich1238,Richa,,dialect,Africa,,
rier1234,Rieri,,dialect,Africa,,
riff1234,Riffian,,dialect,Africa,,
rigb1238,Rigbo,,dialect,Africa,,
rija1234,Rija,,dialect,Africa,,
rind1238,Rindre,,dialect,Africa,,
rish1234,Rishiwa,rsw,language,Africa,10.169,8.3
riti1238,Ritime,,dialect,Africa,,
rive1257,Riverain Sango,snj,language,Africa,4.32811,21.1733
rive1258,Rivercess Bassa,,dialect,Africa,,
rive1259,River Cess Gio,,dialect,Africa,,
rive1265,Riverine Sakata,,dialect,Africa,,
mbej1238,Riverside Ajiri,,dialect,Africa,,
tanj1247,Rjili,uji,language,Africa,9.40121,6.87432
roba1240,Roba,,dialect,Africa,,
agoi1246,Robambami,ibm,language,Africa,5.87953,8.21629
rodr1234,Rodrigues Creole,,dialect,Africa,,
rofi1238,Rofia,,dialect,Africa,,
roge1238,Rogede,,dialect,Africa,,
rogo1238,Rogo,rod,language,Africa,10.56,6.946
rogo1240,Rogoro,,dialect,Africa,,
rolo1241,Rolong,,dialect,Africa,,
romb1244,Rombo,rof,language,Africa,-3.07772,37.5382
ronn1241,Ron,cla,language,Africa,9.3,9.02
rong1268,Ronga,rng,language,Africa,-26.7329,32.6167
root1238,Rootigaanga,,dialect,Africa,,
rorr1238,Ror,,dialect,Africa,,
roua1238,Roua,,dialect,Africa,,
roya1234,Royal Bafut,,dialect,Africa,,
rrkp1234,Rrkphadha,,dialect,Africa,,
ruee1238,Rue,,dialect,Africa,,
rufi1234,Rufiji,rui,language,Africa,-7.99059,38.7133
rufu1238,Rufumbira,,dialect,Africa,,
ruhu1238,Ruhu,,dialect,Africa,,
ruko1238,Rukonjo,,dialect,Africa,,
ruku1239,Rukul,,dialect,Africa,,
rumm1238,Rum,,dialect,Africa,,
ruma1250,Ruma,ruz,language,Africa,10.571,8.21883
rumu1242,Rumuji,,dialect,Africa,,
rund1242,Rundi,run,language,Africa,-2.94,29.97
rund1241,Rundi-Kitwa,,language,Africa,-3.022268,29.485248
rung1258,Runga,rou,language,Africa,9.7154,20.9945
rung1256,Rungu,,dialect,Africa,,
rung1255,Rungwa,rnw,language,Africa,-7.24959,31.7614
ruri1238,Ruri,,dialect,Africa,,
rutt1238,Rut,,dialect,Africa,,
ruta1240,Rutagwenda,,dialect,Africa,,
rutw1238,Rutwa,,dialect,Africa,,
ruul1235,Ruuli,ruc,language,Africa,1.41726,32.4179
ruun1238,Ruund,rnd,language,Africa,-8.86971,21.4164
ruwi1234,Ruwila,rwl,dialect,Africa,,
rwaa1238,Rwa,rwk,language,Africa,-3.42862,36.7686
rwan1246,Rwandan Sign Language,rsn,language,Africa,-1.38553,30.23427
saaf1238,Saafi-Saafi,sav,language,Africa,14.625,-17.0568
saka1284,Saaka,,dialect,Africa,,
saal1237,Saalum,,dialect,Africa,,
saam1283,Saamia,lsm,language,Africa,0.3652,34.0335
saan1245,Saan,,dialect,Africa,,
saan1247,Saan Dan,,dialect,Africa,,
saaw1242,Saawa,,dialect,Africa,,
saaw1241,Saawii,,dialect,Africa,,
saba1276,Saba,saa,language,Africa,11.3072,18.4906
saba1261,Sabanga,,dialect,Africa,,
saba1262,Sabaot,spy,language,Africa,1.01297,34.6664
sabi1247,Sabiny,,dialect,Africa,,
sabi1246,Sabi (Uganda),,dialect,Africa,,
sabo1240,Sabo,,dialect,Africa,,
sabu1254,Saburi,,dialect,Africa,,
safa1243,Safaliba,saf,language,Africa,8.93768,-2.58467
safa1244,Safané,,dialect,Africa,,
safa1247,Safaree Aweer,,dialect,Africa,,
safw1238,Safwa,sbk,language,Africa,-8.54936,33.4766
saga1263,Sagaka,,dialect,Africa,,
saga1256,Sagala,sbm,language,Africa,-6.98537,36.9153
saga1262,Sagalla,tga,language,Africa,-3.60164,38.5037
sagb1238,Sagbee,,dialect,Africa,,
sagz1238,Sagzee,,dialect,Africa,,
sahi1241,Sahidic,,dialect,Africa,,
sahi1245,Sahil,,dialect,Africa,,
saho1246,Saho,ssy,language,Africa,14.75,39.75
saii1240,Sai,,dialect,Africa,,
said1239,Saidi Arabic,aec,language,Africa,25.4132,30.5302
saik1234,Saik,,dialect,Africa,,
saka1285,Saka (DRC),,dialect,Africa,,
saka1286,Sakanyi,,dialect,Africa,,
saka1287,Sakata,skt,language,Africa,-2.85653,17.9669
sake1247,Sake,sak,language,Africa,0.25188,11.787
saku1238,Sakuye,,dialect,Africa,,
sala1266,Sala,shq,language,Africa,-15.5848,27.4534
sala1277,Salale,,dialect,Africa,,
sala1268,Salampasu,slx,language,Africa,-5.44937,23.1502
tsis1238,Salka-Tsishingini,tsw,language,Africa,10.2882,5.11073
lebo1243,Saloum,,dialect,Africa,,
sama1300,Sama,smd,dialect,Africa,-9.86931,13.8713
nucl1416,Sama Daka,,dialect,Africa,,
samb1314,Sama Jangani,,dialect,Africa,,
samb1311,Sama Mum,ccg,language,Africa,8.06905,11.7077
samb1313,Sama Nnakenyare,,dialect,Africa,,
samb1312,Sama of Mapeo,,dialect,Africa,,
samb1309,Samba,smx,language,Africa,-6.21344,17.1658
samb1306,Samba de Wangai,,dialect,Africa,,
samb1305,Samba Leko,ndi,language,Africa,8.19236,11.7366
samb1317,Sambaya,,dialect,Africa,,
samb1307,Sambe,xab,language,Africa,9.160672,8.505628
samb1316,Sambirir,,dialect,Africa,,
samb1308,Sambuga,,dialect,Africa,,
samb1315,Samburu,saq,language,Africa,1.60735,37.0539
samb1310,Sambyu,,dialect,Africa,,
samp1250,Sampara,,dialect,Africa,,
wara1292,Samue,wbf,language,Africa,10.7283,-5.37515
sann1238,San,,dialect,Africa,,
sand1272,Sanda,,dialect,Africa,,
sand1271,Sanda (Loko),,dialect,Africa,,
sand1273,Sandawe,sad,language,Africa,-5.26918,35.4808
sang1331,Sanga (Democratic Republic of Congo),sng,language,Africa,-10.0236,26.8462
sang1329,Sanga (Nigeria),xsn,language,Africa,10.4157,8.83882
sang1342,Sangha So,,dialect,Africa,,
sang1328,Sango,sag,language,Africa,6.78584,20.1702
sang1333,Sangu (Gabon),snq,language,Africa,-1.52694,11.9098
sang1330,Sangu (Tanzania),sbp,language,Africa,-8.4,33.9
sang1332,Sangwe,,dialect,Africa,,
sank1253,Sankaran Maninka,msc,language,Africa,10.0962,-10.569
sank1252,Sankuma,,dialect,Africa,,
sank1251,Sankura,,dialect,Africa,,
sans1272,San Salvador Kongo,kwy,language,Africa,-5.7114,12.5372
sant1411,Santchou,,dialect,Africa,,
sant1412,Santora,,dialect,Africa,,
sanv1241,Sanvi,,dialect,Africa,,
sanz1246,Sanza,,dialect,Africa,,
sanz1244,Sanzi,,dialect,Africa,,
saoo1238,Sao,,dialect,Africa,,
saot1241,Sao Tome and Principe Sign Language,,language,Africa,0.320259,6.722558
saot1239,Sãotomense,cri,language,Africa,0.28332,6.61935
sapo1251,Sapo,krn,language,Africa,5.69555,-8.49229
sarr1246,Sar,mwm,language,Africa,8.50634,17.8785
sara1320,Sara Dunjo,koj,language,Africa,8.99175,19.9446
sara1319,Sara Kaba,sbz,language,Africa,10.5376,22.1637
sara1322,Sara Kaba Deme,kwg,language,Africa,9.03466,18.6607
sara1321,Sara Kaba Náà,kwv,language,Africa,9.39388,19.2566
sara1315,Sarar,,dialect,Africa,,
sare1239,Saremdé,,dialect,Africa,,
sarr1245,Sar Gula,,dialect,Africa,,
saru1245,Sarua,swy,language,Africa,10.5987,17.031
sasa1247,Sasaru,sxs,language,Africa,7.06193,6.07531
sasi1238,Sasi,,dialect,Africa,,
sawk1238,Sawknah-Fogaha,swn,language,Africa,29.16,15.9742
saww1238,Saw (Ntomba),,dialect,Africa,,
saxw1242,Saxwe,,dialect,Africa,,
saxw1241,Saxwe Gbe,sxw,language,Africa,6.58269,1.92015
saya1246,Saya,say,language,Africa,9.69441,9.71748
seee1238,Se,,dialect,Africa,,
seba1247,Seba,kdg,language,Africa,-11.9396,27.5144
seba1251,Sebat Bet Gurage,sgw,language,Africa,8.11879,37.9891
sebi1238,Sebikotane,,dialect,Africa,,
sebu1242,Sebunkik,,dialect,Africa,,
sece1236,Secere Senoufo,,dialect,Africa,,
seeb1238,Seeba-Yaga,,dialect,Africa,,
seek1238,Seeku,sos,language,Africa,11.1285,-4.58203
sege1246,Segeju,seg,language,Africa,-5.00659,39.12249
segi1242,Seginki,,dialect,Africa,,
sego1238,Segou,,dialect,Africa,,
sehw1238,Sehwi,sfw,language,Africa,6.3172,-2.73146
sekw1242,Seikwa,,dialect,Africa,,
seki1238,Seki,syi,language,Africa,1.52302,9.79206
sekp1241,Sekpele,lip,language,Africa,7.16751,0.5886
seku1238,Sekunda,,dialect,Africa,,
seku1239,Sekute,,dialect,Africa,,
sekw1241,Sekwa,,dialect,Africa,,
sele1249,Selee,snw,language,Africa,7.17462,0.42458
sele1248,Selek,,dialect,Africa,,
sely1242,Selya,,dialect,Africa,,
sely1241,Selyer,,dialect,Africa,,
semy1238,Semen Agaw,,dialect,Africa,,
semi1261,Sémien,,dialect,Africa,,
nucl1396,Sena,seh,language,Africa,-19.7933,34.9829
sena1262,Senar de Kankalaba,seq,language,Africa,10.4987,-5.28216
ceba1235,Senari,sef,language,Africa,9.50768,-6.15264
sene1271,Sened,sds,language,Africa,34.4678,9.43778
seng1277,Senga,,dialect,Africa,,
seng1279,Sengbe,,dialect,Africa,,
seng1278,Sengele,szg,language,Africa,-1.92256,17.2965
seng1286,Sengwer,,dialect,Africa,,
senh1238,Senhaja De Srair,sjs,language,Africa,34.9992,-4.51293
senj1238,Senje,,dialect,Africa,,
seny1238,Senya,,dialect,Africa,,
sera1269,Serak,,dialect,Africa,,
sere1264,Sere,swf,language,Africa,4.71127,27.4688
sere1260,Sereer,srr,language,Africa,13.8941,-16.3916
sere1258,Serengeti Dorobo,,language,Africa,,
serg1234,Sergoit,,dialect,Africa,,
sero1239,Seroa,,dialect,Africa,-33.0386,22.0021
sese1244,Sese,,dialect,Africa,,
sese1245,Sese (Gumuz),,dialect,Africa,,
sese1246,Seselwa Creole French,crs,language,Africa,-4.62314,55.4503
sesf1238,Sesfontein Damara,,dialect,Africa,,
seto1242,Seto (Gbe),,dialect,Africa,,
sewa1250,Sewawa,,dialect,Africa,,
sewi1238,Sewi,,dialect,Africa,,
seyc1234,Seychelles Sign Language,lsw,language,Africa,-4.62,55.45
seze1235,Seze,sze,language,Africa,9.50764,34.6449
sfax1238,Sfax,,dialect,Africa,,
shaa1243,Shaari,,dialect,Africa,,
shab1252,Shabo,sbf,language,Africa,7.64407,35.223
shab1253,Shabun,,dialect,Africa,,
shad1238,Shadal,,dialect,Africa,,
shag1239,Shaga,,dialect,Africa,,
shai1238,Shai,,dialect,Africa,,
shak1238,Shakara,nfk,language,Africa,,
shal1238,Shall,,dialect,Africa,,
shal1242,Shall-Zwall,sha,language,Africa,9.87556,9.64988
sham1243,Shama,,dialect,Africa,,
sham1277,Shamang,xsh,language,Africa,9.47,8.05163
sham1278,Shama-Sambuga,sqa,language,Africa,10.4369,6.20275
sham1281,Shamba,,dialect,Africa,,
sham1280,Shambala,ksb,language,Africa,-4.8,38.29
shan1278,Shang,,language,Africa,9.453585,7.859461
shan1282,Shanga,sho,language,Africa,11.2752,4.41464
shan1279,Shanga (Mozambique),,dialect,Africa,,
shan1280,Shan Gwe,,dialect,Africa,,
shan1290,Shani,,dialect,Africa,,
shan1291,Shanjo,,language,Africa,-17.309869,25.814035
shar1249,Sharwa,swq,language,Africa,10.1414,13.5657
shas1264,Shasha,,dialect,Africa,,
shat1244,Shatt,shj,language,Africa,10.8525,29.7687
shat1243,Shatt (Mundu),,dialect,Africa,,
shau1238,Shau,sqh,language,Africa,10.275,9.06674
shaw1248,Shawasha,,dialect,Africa,,
shee1239,She (Ethiopia),,dialect,Africa,7.74852,35.9498
shek1244,Shekkacho,moy,language,Africa,7.27424,35.3922
shek1245,Sheko,she,language,Africa,7.05022,35.2826
shel1243,Shelkota,,dialect,Africa,,
shel1247,Shellen,,dialect,Africa,,
shem1239,Shempire Senoufo,seb,dialect,Africa,10.4867,-6.37129
shen1249,Shenge Sherbro,,dialect,Africa,,
shen1250,Sheni,,dialect,Africa,10.5256,8.63921
shen1251,Sheni-Ziriya,scv,language,Africa,10.52559,8.63921
sher1258,Sherbro,bun,language,Africa,7.77585,-12.7405
shii1238,Shi,shr,language,Africa,-2.55777,28.6122
shik1242,Shiki,gua,language,Africa,10.5238,9.72769
shil1264,Shila,,dialect,Africa,,
shil1265,Shilluk,shk,language,Africa,9.85472,31.7926
shin1266,Shindzwani,,dialect,Africa,,
shit1243,Shitile,,dialect,Africa,,
shiw1234,Shiwa,,language,Africa,-0.091645,11.947061
shoa1235,Shoa Amharic,,dialect,Africa,,
shoe1243,Shoe,,dialect,Africa,,
shol1241,Sholio,,dialect,Africa,,
shom1246,Shomba,,dialect,Africa,,
shon1251,Shona,sna,language,Africa,-17.20849,29.75725
shon1256,Shongom,,dialect,Africa,,
shoo1248,Shoo,,dialect,Africa,,
shoo1247,Shoo-Minda-Nye,bcv,language,Africa,8.92577,10.9642
shuu1237,Shu,,dialect,Africa,,
shua1254,Shua,shg,language,Africa,-21.52,26.0238
shua1255,Shua-Khwe,,dialect,Africa,,
shub1238,Shubi,suj,language,Africa,-2.97663,31.0681
shug1256,Shugbu,,dialect,Africa,,
shug1252,Shugule,,dialect,Africa,,
shuk1244,Shukri,,dialect,Africa,,
shur1242,Shuru,,dialect,Africa,,
shuw1238,Shuwa-Zamani,ksa,language,Africa,12.25,14.0
shwa1239,Shwai,shw,language,Africa,11.2708,30.3533
siii1238,Si,,dialect,Africa,,
siak1238,Siaka,,dialect,Africa,,
siam1242,Siamou,sif,language,Africa,10.998,-4.92143
sich1239,Sichela,,dialect,Africa,-8.51176,32.66077
sici1249,Sìcìté Sénoufo,sep,language,Africa,11.1789,-5.28932
sida1246,Sidamo,sid,language,Africa,6.74176,38.3729
sien1239,Sienkoka,,dialect,Africa,,
sier1252,Sierra Leone Krio,,dialect,Africa,,
sier1246,Sierra Leone Sign Language,sgx,language,Africa,8.483,-13.235
sigh1238,Sighu,sxe,language,Africa,-0.95605,13.1214
sigi1234,Sigidi,,dialect,Africa,,
siha1242,Siha,,dialect,Africa,,
siha1244,Sihanaka,,dialect,Africa,,
siim1238,Siime,,dialect,Africa,,
sine1238,Siin,,dialect,Africa,,
siiw1238,Siiwa,,dialect,Africa,,
sika1260,Sikasso,,dialect,Africa,,
sikp1238,Sikpi,,dialect,Africa,,
sila1248,Sila (Daju),,dialect,Africa,,
silt1240,Silt'e,stv,language,Africa,7.77004,38.1449
sima1258,Simaa,sie,language,Africa,-15.7434,22.6455
simb1254,Simba,sbw,language,Africa,-1.28107,11.1783
simb1253,Simbiti,,dialect,Africa,,
sind1276,Sindia,,dialect,Africa,,
sing1266,Singa,sgm,language,Africa,-0.40299,34.17762
sing1265,Singala,,dialect,Africa,,
sini1242,Sininkere,skq,language,Africa,13.7206,-0.78772
sink1244,Sinkon,,dialect,Africa,,
siny1243,Sinyar,sys,language,Africa,12.1895,22.5278
sior1238,Siora,,dialect,Africa,,
sira1266,Sira,swj,language,Africa,-1.78084,10.4635
sirb1238,Sirba,,dialect,Africa,,
siri1278,Siri,sir,language,Africa,10.764,9.66743
siri1270,Siria,,dialect,Africa,,
siss1242,Sissala of Burkina Faso,sld,language,Africa,11.0916,-2.38217
sisw1234,Siswati,,dialect,Africa,,
siti1241,Siti,,language,Africa,9.1667,-2.75
siti1240,Sitia Sherbro,,dialect,Africa,,
siuu1238,Siu,,dialect,Africa,,
siwa1244,Siwane,,dialect,Africa,,
siwi1239,Siwi,siz,language,Africa,29.200415,25.519627
siwu1238,Siwu,akp,language,Africa,7.23811,0.44362
siza1240,Sizaki,szk,dialect,Africa,,
slen1234,Sleng Dan,,dialect,Africa,,
soca1235,So (Cameroon),sox,language,Africa,3.68257,12.525
sooo1255,So (Chad),,dialect,Africa,,
sodd1242,Soddo,,dialect,Africa,,
sode1235,So (Democratic Republic of Congo),soc,language,Africa,1.25037,23.6907
soga1242,Soga,xog,language,Africa,0.40456,33.3942
sogh1238,Sõghoo,,dialect,Africa,,
sogo1245,Sogokiré,,dialect,Africa,,
sogo1244,Sogoo,,dialect,Africa,,
soko1248,Soko,,dialect,Africa,,
soko1249,Sokodasa,,dialect,Africa,,
soko1263,Sokoro,sok,language,Africa,11.4634,17.6423
soko1247,Sokoto,,dialect,Africa,,
soko1264,Sokoto (Hausa),,dialect,Africa,,
soli1239,Soli,sby,language,Africa,-15.5213,28.7934
soma1255,Somali,som,language,Africa,4.778704,45.152856
somo1238,Somono,,dialect,Africa,,
somr1248,Somrai,sor,language,Africa,9.65897,16.6784
somy1238,Somyev,kgt,language,Africa,6.90525,11.4826
sond1250,Sonde,shc,language,Africa,-6.32223,18.3555
song1304,Songa,sgo,language,Africa,-4.01205,26.016
song1303,Songe,sop,language,Africa,-5.71993,25.2765
song1315,Songe D103,,dialect,Africa,,
kaad1238,Songhoyboro Ciine,,dialect,Africa,,
song1300,Songoora,sod,language,Africa,-2.21871,26.3477
song1306,Songwa,,dialect,Africa,,
song1301,Songwe,,dialect,Africa,,
soni1259,Soninke,snk,language,Africa,14.7596,-12.1408
sooo1256,Soo,teu,language,Africa,2.58367,34.7595
sopi1241,Sopi (South Sudan),,dialect,Africa,,
sorr1240,Sor,,dialect,Africa,,
soro1243,Soro,,dialect,Africa,,
sota1243,Sotavento,,dialect,Africa,,
soub1241,Soubakanedougou,,dialect,Africa,,
soub1242,Soubré,,dialect,Africa,,
soul1238,Soulani,,dialect,Africa,,
soul1242,Soulede,,dialect,Africa,,
sout1404,South African Sign Language,sfs,language,Africa,-25.96551,28.11864
sout3265,South Aweer,,dialect,Africa,,
sout3325,South Bani Swēf–ilMinya,,dialect,Africa,,
sout3376,South Bena,,dialect,Africa,,
sout2811,South Binja,,dialect,Africa,,
sout3357,South Boma,,dialect,Africa,,
sout2787,South Central Banda,lnl,language,Africa,2.94113,21.051
sout2833,South Central Dinka,dib,language,Africa,6.7307,30.3021
koon1244,South-Central Koongo,kng,language,Africa,-5.57722,14.4771
sout2820,Southeast Bobe,,dialect,Africa,,
sout2834,Southeastern Dinka,dks,language,Africa,7.02206,31.285
juho1239,South-Eastern Ju,ktz,language,Africa,-19.688,20.7673
sout3273,South-Eastern Tigre,,dialect,Africa,,
sout3115,South-Eastern Tunisian,,dialect,Africa,,
sout2774,Southeast Ijo,ijs,language,Africa,4.44235,6.32192
akon1238,Southeast Yoruba,,dialect,Africa,,
sout3053,Southern Bade,,dialect,Africa,,
sout2818,Southern Bakossi,,dialect,Africa,,
sout2920,Southern Betsimisaraka Malagasy,bzc,language,Africa,-22.8,47.82
sout3125,Southern Betsimisaraka Malagasy (Retired),bjq,language,Africa,-20.8687,48.1108
sout2790,Southern Birifor,biv,language,Africa,9.2873,-2.72672
sout2840,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
sout3052,Southern Buduma,,dialect,Africa,,
sout2780,Southern Chumburung,,dialect,Africa,,
sout2816,Southern Dibole,,dialect,Africa,,
sout2823,Southern Ejagham,,dialect,Africa,,
sout2824,Southern Etung,,dialect,Africa,,
sout2783,Southern Fania,,dialect,Africa,,
sout2813,Southern Gikuyu,,dialect,Africa,,
sout2788,Southern Gourmanchema,,dialect,Africa,,
sout2826,Southern Grebo,grj,language,Africa,4.47607,-7.56872
sout3340,Southern Guinean Loma,,dialect,Africa,,
sout3236,Southern Gumuz,,language,Africa,9.98,35.51
sout2825,Southern Gunu,,dialect,Africa,,
sout2792,Southern Hanga,,dialect,Africa,,
sout2778,Southern Kisi,kss,language,Africa,8.32448,-10.3377
sout2809,Southern Koongo,,dialect,Africa,,
sout3289,Southern Lendu,,dialect,Africa,,
sout3116,Southern Libyan Arabic,,dialect,Africa,,
sout2776,Southern Limba,,dialect,Africa,,
sout3377,Southern Lopit,,dialect,Africa,,
sout2794,Southern Lyélé,,dialect,Africa,,
sout2828,Southern Ma'di,snm,language,Africa,2.8735,31.25
sout2839,Southern Masalit,,dialect,Africa,,
mfum1238,Southern Mfumte,nfu,language,Africa,6.6,10.936386
sout3323,Southern Minya,,dialect,Africa,,
sout3117,Southern Morocco Arabic,,dialect,Africa,,
sout2784,Southern Ngbandi,nbw,language,Africa,2.5414,19.5939
sout3288,Southern Ngiti,,dialect,Africa,,
sout2795,Southern Nuni,nnw,language,Africa,11.5186,-2.14385
sout3264,Southern Rif,,dialect,Africa,,
sout3314,Southern Saho,,dialect,Africa,,
sout2844,Southern Samo,sbd,language,Africa,12.713,-2.9052
sout2841,Southern Seeku,,dialect,Africa,,
sout3075,Southern Soqotri,,dialect,Africa,12.34,54.01
sout2807,Southern Sotho,sot,language,Africa,-28.78,27.89
sout3326,Southern Tigrinya,,dialect,Africa,,
sout2797,Southern Toussian,wib,language,Africa,10.877,-4.65678
kuaa1238,Southern Tshwa,tyu,language,Africa,-22.0237,26.0158
